ID,Medicine,Website,Source,Link,Review title or reviewer name,Review,Stars,People found the review helpful,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical personel was surprised or skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
1120,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,J Sig,I had less pain and passed two stones might have happened without them but I would use them again and recommend to try it if you have kidney stones. I don’t see anything negative about them,4,,2022-01-03,,1,,,,1,,,,,,,,,,,,,,2 stones,,,,,,,,,,,,,36,LLM
1121,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dank Meme Meister,Good product!  I've been using Chanca Piedra for about 3 years and it has kept my kidney stones in check!,4,,2021-10-29,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,20,LLM
1122,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ELSON SCHILLING,"I felt improvement on my kidney stone status, seems to be working well, that's why I decided to take another bottle.",4,1,2021-10-28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,LLM
1123,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jon Allen,"It’s hard to tell what your body naturally does vs what this supplement actually does for you. All I can do is share my story. I had been battling a stone for 2 months, not being able to pass it. After taking this for just 4 days, I pass a 6.5mm stone. So glad it’s out!",4,2,2021-10-11,,1,,,,,,,,,,,1,,,,,,,6.5mm,,,,,,,,,,,,,56,LLM
1127,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mari Zayas,"The pills did help with the pain, but I’ve been taking them for over a month now (admittedly not 100% daily, but most days) and stone still hasn’t passed. Maybe it’s just me, but worth a try for the price.",4,,2021-06-13,,1,,,,1,,,,,,,0,,,,0,pills,,,,,,,,,,,,,,,40,LLM
1129,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jeannie M.,Kidney stones have not grown since taking this supplement.,4,1,2021-05-30,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,9,LLM
1130,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bev Krylow,"A nurse in the ER recommended that I give these a try after my ultrasound showed that I have 9 kidney stones.  I started taking these supplements about 2 months ago and I'm anxious to see the results of my next ultrasound, hopefully my stones will be smaller or gone.",4,,2021-05-11,,,,,,,,,,,,,,,,,,,,9 stones,,,,,,,,,,,,,50,LLM
1131,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Víctor,Good product. Used to breake and prevent stones.,4,,2021-05-01,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,8,LLM
1134,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dave99m,I don’t know if it works or not but I haven’t had a stone since taking these. I’ll update review as time goes on,4,,2021-04-08,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,LLM
1135,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Suzy,"Though I’m not aware of any scientific evidence these are good for gallstones (studies on kidney stones are promising) they do seem to help, certainly more than those Christopher Quack snakeoil pills for liver & gall. Plus, these don’t require you to take 6 freaking pills a day to see any benefit like Christopher’s. I have gall sludge & small gallstones that cause severe discomfort. I have been taking one of these a day for the past month and they do seem to be helping reduce synptoms. Will increase to 2 since I am tolerating them well.I don’t see myself doing sets of situps yet but these are helping until I can get gallbladder surgery.  I am able to move around more with less discomfort. Gallbladder disease is no joke, it causes severe discomfort & any relief is worth it. Though I doubt these are going to make my gall issues disappear...only surgery is going to fix that, not magic beans & olive oil flushes.",4,1,2021-03-31,,,1,,,1,,,,,,,,,,,,,1-2 per day,small stones,,,,,,Christopher,,,1,,,,165,LLM
1136,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Legally Brunette,I notice a difference when I don't take this 3x a day. I haven't yet passed any stones but i've noticed a decrease in pain under my right ribcage.,4,,2021-03-25,,1,,,,1,,,,,,,,,,,,,3 per day,,,,,,,,,,,,,,29,LLM
1137,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Glenda Burden,I’ve had these for a few days now and I don’t know how long they’ll take to break these stones that I’ve had for a few years but I was having some kidney pain and I’m a few days it was gone. I’m praying  this helps to break the stones,4,,2021-03-25,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LLM
1139,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Diana anderson,Too soon to tell if here is any benefit for me,4,,2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,LLM
1140,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,yank,"Still waiting for results I might have big stones in there, sometimes I pee like a race horse sometimes like before NASA.  It helps me not to get up a lit at night I notice. It just takes a a long time but there is something there besides the kidney stones",4,,2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,improved nighttime urination,,51,LLM
1141,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Darlene,No stomach upset. Have not had kidney stone pain since I started the supplement,4,,2021-03-18,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,LLM
1142,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Carmela Whitford,Our son uses this supplement in place of a prescription for his kidney stone ailment.,4,1,2021-03-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,15,LLM
1143,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,EDWARD (Rusty) MCARTHUR,"Works , helped with stone movement. It's history is pretty accurate.",4,,2021-03-15,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,11,LLM
1144,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Moaks,Bought these to help with kidney stones. Has helped alot.,4,,2021-03-07,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,LLM
1145,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anthony M.,"It allows me to urinate and empty my bladder, I have had pain with I believe kidney stones from working outside and not drinking enough fluids, and after a couple weeks of taking this, I am feeling some relief already.it seems to be helping:)",4,,2021-03-04,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,improved urination,,44,LLM
1146,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nilofer Choudhary,"I was Detected with Kidney stone and was going through lot of pain.I was searching for stone dissolver or stone Breaker I found this, I ordered one and started taking this medication with CYSToNE at least I got rid from severe pain and go for restroom more compare to earlier. Feeling better will do test after a month till then will continue the meds",4,1,2021-02-18,,1,,,,1,,,,,,,,Better than: Cystone,,,,,,,,,,,,Cystone,,,,,improved urination,,64,LLM
1147,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,iWorkHard4My$,"Not sure if this works, but no ill effects noticed so far, i have not passed any stone or pieces, this is 2nd bottle.",4,,2021-02-17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,LLM
1148,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kimberly Neckolaishen,I tend to get Kidney Stones fairly often.  I bought this a preventative measure.  I won't know how well or if it works well into the future.,4,,2021-02-08,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,27,LLM
1149,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kindle Customer,"So far it’s great. So far no harsh side effects. I will see if this product is working if I get anymore scans done of my kidney. If I actually see results, I will give this product 5 stars. I suffer from kidney stones and interstitial cystitis",4,,2021-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,LLM
1150,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Had no side effects. Good product provided relief from stone,4,,2020-12-23,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,LLM
1151,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JANICE  K. HAMMERLY,I’ve only used this for about 3 days but I get kidney stones a lot & had a few surgeries so I hope that this is going to work,4,,2020-12-08,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,LLM
1152,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marty,"So, I had a 7 mm kidney stone (I also had a smaller one pass).  I didn't change diet or anything other than drinking more water.  I started taking these as the doctor said there's nothing I can do but wait for the stone to pass as it was a bit too small to laser off.I began taking this several months ago, 3 times a day, and went for a new ultrasound and now it's 4mm.  Didn't disappear totally, but at least it's shrunk.I'll keep taking it and hope that it'll reduce in size more and maybe won't have to deal with it.",4,3,2020-09-30,,1,,,,,,,,1,,,,,,,,,3 per day,7mm to 4mm,,,,,,,,,1,,,,103,LLM
1153,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Samir P.,Chanca piedra is nice product. No stone pain yet after taking this.,4,,2020-09-16,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,LLM
1154,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Diana Gomez,I'm going on a month of taking these pills. I'm not sure honestly if they're doing much or what exactly they're doing. However I can say that since taking these along with garlique I have had maybe one gallbladder attack back during the 2nd week. However it wasnt as painful. I have not noticed if i passed any stones but I'm also not checking as I'm not sure how people find these passed stones. I'm assuming it's in stools and I dont really want to touch anything lol that said I'm still happy with the no pain so I'll be continuing this supplement.,4,1,2020-09-15,,,1,,,1,,,,,,,,Better than: Garlique,,,,,,,,,,,,Garlique,,,,,improved regularity,,103,LLM
1155,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sarah G.,I have many gall stones and no insurance. I have been taking this 2 times a day for about a week I don't notice any passings or anything but my stomachs not bothering me as bad as it was and my bmovements are more regular. I will update if anything changes.,4,6,2020-09-07,,,1,,,1,,,,,,,,,,,,,2 per day,many stones,,,,,,,,,,,improved regularity,,51,LLM
1156,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,archana gupta,I have been taking the product for a few weeks now and have seen improvement in my pain/symptoms. I am looking forward to the next scan to assess how my kidney stone has changed in size,4,,2020-08-01,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,36,LLM
1157,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniel,It helps with the pain from kidney stones but hasn't helped me pass any yet after almost three weeks.,4,,2020-07-23,,1,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,19,LLM
1158,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Long lost sister,"I have a gallstone, and I first started taking this in February.  I think I still have the stone, but I have not had any more gall bladder attacks, so that's good.  I think I'm going to up my dose to 5 a day, as I read in some other reviews. As long as I can go without surgery, I'll be happy.",4,2,2020-07-22,,,1,,,1,,,,,,,,,,,,,5 per day,,,,,,,,,,,,,,62,LLM
1159,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GAVINO GABRIEL JR M CABRAL,"The supplement had ease my sides pain.  I guess the product is really working.  Therefore, I need to continue taking it.  For other people having the same problem with stones, go, give it a try.",4,,2020-06-26,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,35,LLM
1160,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Me,"Good product.  No side effect.  I started taking this after finding out that another kidney stone was still there after surgery.  hoping to pass with this supplement.  But no luck so far, some comments mentioned that it can take a long time.  Still hoping!",4,,2020-02-16,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,44,LLM
1161,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Thecla Carr,"Am here just to encourage those suffering from gallstones. I had severe gallstone attacks that would last for 6 hrs plus and was like labor pain, I went to my primary care doctor, after doing some blood works and scans on me I was referred to see a surgeon, that my gallbladder had to be chopped out. My PC told me operation or nothing else, if not I might develop cancer and all sorts of things that made me cried, but I refused to be sliced. I carried out so many researches and decided to take my health into my hands. I did the gallbladder flushes, took this supplement and stone free and after some months I could eat everything I couldn't eat. It's been a year plus now, I have no pain and I fired my Primary care doctor. These doctors will never tell you the consequences of not having a gallbladder.UPDATE: I am still here to encourage someone suffering from gallstones attacks. It's been four years I took my health into my hands and I am still standing strong. I still do take this supplement (periodically), and I do the gallbladder flush from time to time ( like once or twice a year). I have a new primary care who ordered for a new gallbladder scan and the stones found were really insignificant as compared to my previous scan were my gallbladder was full with stones. No more eliminatory diets, I eat everything I want.",4,5,2020-02-09,,,1,1,,1,,,,,,,,Better than: Stone Free,,,,,,,,1,,,,Stone Free,,,1,,,,247,LLM
1162,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,KaToNk,"I have been taking this version of Chanca Piedra for about three months as a preventive for future kidney stones.  The scientific studies are mixed at best, but there are enough positive anecdotal reports that I surmised that it wouldn't hurt and might help. I do like the pill form factor, which is easy to swallow.  So far, so good . . .",4,,2020-01-27,,1,,,,,,1,,,,,,,,,,pills,,,,,,,,,,,,,,,63,LLM
1163,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Since I have been taking this I have had no kidney stones pass. There is no other discernable affects. So it's working. I have only been taking it for about a month,4,,2019-12-26,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,LLM
1164,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Leo S.,"Got the product pretty fast and as described. I have been taking it for kidney stones. Still have some stones to pass, but hopefully by taking it regularly will help with that..",4,,2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,LLM
1165,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aimee,Really works if you have kidneys stones!,4,,2019-12-10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,LLM
1166,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,I have had no problems with kidney stone since taking this product.,4,1,2019-11-10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,LLM
1167,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Janice savvy shopper.,"It does what it is supposed to do. I have gallstones. I have had gallbladder attacks before.  I have several relatives w/o gallbladders and others with stones in theirs. If I don't follow the right regimen they will come back, with a vengeance. If I skip too many doses I can feel my gallbladder starting to get distressed. If I use this product I don't experience gallbladder issues. Why not 5 stars? It's part of a regimen and I can't swear to you that I would have the same results without the other components. But I believe it is an essential part.",4,15,2019-10-08,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,102,LLM
1168,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Todd Mauney,"Although it's difficult to know how much of an impact these have had on my stones, I feel like they've helped.  I have chronic stones and felt like one was on the move when i purchased these.  Since then, I’ve not had any further symptoms.  It was comforting as I was out of town for over a week and didn't want to pass a stone while in another state.",4,1,2019-09-25,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,LLM
1169,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kursad atilla,It helps to pass 5mm kidney stone. Of course you need to use with tons of waters.,4,,2019-09-19,,1,,,,,,,,,,,1,,,,,,,5mm,,,,,,,,,,,,,17,LLM
1170,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Laura S.,"I'm taking Chanca Piedra for lyme disease related issues.  I read an article from someone who had lyme who believed it helped him significantly.  anytime someone tells me they have a problem with kidney stones, i tell them to take chanca.",4,1,2019-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,Chanca Piedra,,,,,,,41,LLM
1171,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Richard Hoover,"The product seems to give me some relief from my kidney stone but only taking the product for 2 days, I will have to wait to find out how much relief after a week or two.",4,,2019-08-08,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,36,LLM
1172,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Heather Santana,Pills are very large. Make sure to drink LOTS of water while taking this product! Hasn’t helped with kidney stone (yet?). Arrived quick!,4,,2019-08-04,,0,,,,,,,,,,,,,,,0,pills,,,,,,,,,,,,,,,23,LLM
1173,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,jeffrey king,back pain gone but still have not passed stones yet. It has only been a week though,4,,2019-08-02,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,LLM
1174,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ameer,I have been using this product for more than 2 months now and I think it is helping me with keeping kidney stones in check. Looks like a quality product.,4,,2019-06-05,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,30,LLM
1175,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,arbo55,I suffer from kidney stones so I began taking this. I haven't had them in 6 months and I hope this continues.,4,,2019-03-27,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,LLM
1176,Chanca piedra,Amazon (Playwright),NaturalisimoLife Chanca Piedra 1600 mg,https://www.amazon.com/Chanca-Piedra-800MG-Tablet-Gallbladder/product-reviews/B071KR997R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,golf79,"Not sure what is was supposed to do shrink stone or help pass, but was on medication for 6 days and passed a 3.5 mm stone",4,,2019-03-20,,1,,,,,,,,,,,1,,,,1,,,3.5mm,,,,,,,,,,,,,26,LLM
